,Artist,Song,Year
1581,Castro Barbosa & O Grupo da Velha Guarda,O Teu Cabelo Nao Nega,1932
1582,Bing Crosby,Love Me Tonight,1932
1583,Joe Rines & his Orchestra,Underneath the Harlem Moon,1932
1584,Louis Armstrong,I Got Rhythm,1932
1585,Kate Smith,Too Late,1932
1586,Gus Arnheim & his Orchestra,You're Blase,1932
1587,Paul Whiteman,Let's Put Out the Lights,1932
1588,Leo Reisman,Alone Together,1932
1589,Russ Columbo,Prisoner of Love,1932
1590,Fred Waring & the Pennsylvanians,You're Getting to Be a Habit with Me,1932
1591,Paul Whiteman,We Just Couldn't Say Goodbye,1932
1592,Paul Whiteman,Three on a Match,1932
1593,Maurice Chevalier & Jeanette MacDonald,Isn't It Romantic,1932
1594,Ted Black & his Orchestra,In a Shanty in Old Shanty Town,1932
1595,The Mills Brothers,Bugle Call Rag,1932
1596,Art Kassel & his Kassels-in-the-Air,Hell's Bells,1932
1597,Rudy Vallee & his Connecticut Yankees,Let's Put Out the Lights,1932
1598,Bing Crosby,Sweet Georgia Brown,1932
1599,Jack Hylton & his Orchestra,You're Blase,1932
1600,Rudy Vallee & his Connecticut Yankees,I Guess I'll Have to Change My Plans,1932
1601,Jimmie Grier & his Orchestra,One Hour with You,1932
1602,The Mills Brothers,St Louis Blues,1932
1603,Gastao Formenti,Maringa,1932
1604,Ray Noble,Try a Little Tenderness,1932
1605,Louis Armstrong,"Love, You Funny Thing",1932
1606,Ethel Waters,Stormy Weather (Keeps Rainin' All the Time),1933
1607,Duke Ellington,Sophisticated Lady,1933
1608,Bing Crosby,Shadow Waltz,1933
1609,Dick Powell,Gold Digger's Song (We're in The Money),1933
1610,Bing Crosby,You're Getting to Be a Habit,1933
1611,Leo Reisman,Stormy Weather (Keeps Rainin' All the Time),1933
1612,Paul Whiteman,Lover,1933
1613,Guy Lombardo,The Last Round-Up,1933
1614,Eddy Duchin,Did You Ever See a Dream Walking?,1933
1615,Ray Noble,Love Is The Sweetest Thing,1933
1616,George Olsen,The Last Round-Up,1933
1617,Leo Reisman,Yesterdays,1933
1618,Eddy Duchin,Night & Day,1933
1619,Ted Lewis & his Orchestra,Lazybones,1933
1620,Ted Lewis & his Orchestra,Gold Digger's Song (We're in The Money),1933
1621,Don Bestor & his Orchestra,Who's Afraid of the Big Bad Wolf?,1933
1622,Eddy Duchin,Hold Me,1933
1623,Bing Crosby,Just an Echo in the Valley,1933
1624,Guy Lombardo,Stormy Weather (Keeps Rainin' All the Time),1933
1625,Carmen Miranda & Mario Reis,Alo Alo,1933
1626,BBC Dance Orchestra,The Wedding of Mister Mickey Mouse,1933
1627,Victor Young,The Last Round-Up,1933
1628,Leo Reisman,Easter Parade,1933
1629,Bing Crosby,I've Got to Sing a Torch Song,1933
1630,Mae West,I Like a Guy What Takes His Time,1933
1631,Gene Autry,The Last Round-Up,1933
1632,Bing Crosby,Did You Ever See a Dream Walking?,1933
1633,Guy Lombardo,Lover,1933
1634,Bing Crosby,Thanks,1933
1635,Henry King & his Orchestra,April in Paris,1933
1636,Ted Fio Rito,Hold Me,1933
1637,Art Kassel & his Kassels-in-the-Air,Moon Song (That Wasn't Meant for Me),1933
1638,Greta Keller,Lover,1933
1639,Ben Bernie,Let's All Sing Like The Birdies Sing,1933
1640,Fletcher Henderson & his Orchestra,It's the Talk of the Town,1933
1641,Bing Crosby,Temptation,1933
1642,Bing Crosby,The Day You Came Along,1933
1643,Guy Lombardo,Did You Ever See a Dream Walking?,1933
1644,Don Bestor & his Orchestra,The Last Round-Up,1933
1645,Don Bestor & his Orchestra,Shuffle Off to Buffalo,1933
1646,Bing Crosby,Young & Healthy,1933
1647,Hal Kemp,Shuffle Off to Buffalo,1933
1648,Bing Crosby,The Last Round-Up,1933
1649,Mario Reis & Lamartine Babo,Linda Morena,1933
1650,Frances Langford,Stormy Weather (Keeps Rainin' All the Time),1933
1651,Duke Ellington,Stormy Weather (Keeps Rainin' All the Time),1933
1652,Louis Armstrong,That's My Home,1933
1653,Paul Whiteman,A Farewell To Arms,1933
1654,Louis Armstrong,High Society Calypso,1933
1655,Leo Reisman,Continental (you Kiss While You're Dancing),1934
1656,Paul Whiteman,Smoke Gets in Your Eyes,1934
1657,Duke Ellington,Cocktails For Two,1934
1658,Ray Noble,The Very Thought of You,1934
1659,Bing Crosby,Love in Bloom,1934
1660,The Sons of the Pioneers,Tumbling Tumbleweeds,1934
1661,Guy Lombardo,Winter Wonderland,1934
1662,Bing Crosby,June in January,1934
1663,Fats Waller,Honeysuckle Rose,1934
1664,Benny Goodman,Moon Glow (1934),1934
1665,Eddy Duchin,Let's Fall in Love,1934
1666,Guy Lombardo,Stars Fell on Alabama,1934
1667,Enric Madriguera & his Orchestra,The Carioca,1934
1668,Don Bestor & his Orchestra,42nd Street,1934
1669,Scott Wood & his Orchestra,I Only Have Eyes For You,1934
1670,Ray Noble,Old Spinning Wheel,1934
1671,Lucienne Boyer,Speak to Me of Love (Parlez-Moi D'amour),1934
1672,Ben Selvin,I Only Have Eyes For You,1934
1673,Harry Sosnik & his Edgewater Beach Hotel Orchestra,The Carioca,1934
1674,Ted Fio Rito,"My Little Grass shack in Kealakekua, Hawaii",1934
1675,Freddy Martin,I Saw Stars,1934
1676,Ethel Merman,You're the Top,1934
1677,Eddy Duchin,I Only Have Eyes For You,1934
1678,Grace Moore,One Night of Love,1934
1679,Bing Crosby,Little Dutch Mill,1934
1680,Ted Fio Rito,I'll String Along With You,1934
1681,Paul Whiteman,Wagon Wheels,1934
1682,Chick Webb,Stompin' at the Savoy,1934
1683,Jimmy Durante,Inka Dinka Doo,1934
1684,Lydia Mendoza,Mal Hombre,1934
1685,Freddy Martin,April in Paris,1934
1686,Rudy Vallee & his Connecticut Yankees,You Oughta Be in Pictures,1934
1687,Lucienne Boyer,Hands Across the Table,1934
1688,Richard Himber & his Orchestra,Stars Fell on Alabama,1934
1689,Jimmie Grier & his Orchestra,Stay as Sweet as You Are,1934
1690,Cole Porter,Anything Goes,1934
1691,Tommy Dorsey,If I Could Hear My Mother Pray Again,1934
1692,Jan Garber,All I Do Is Dream Of You,1934
1693,Jimmie Grier & his Orchestra,The Object Of My Affection,1934
1694,Aurora Miranda & Andre Filho,Cidade Maravilhosa,1934
1695,Gid Tanner,Hawkin's Rag,1934
1696,Duke Ellington,Solitude,1934
1697,Jane Froman,I Only Have Eyes For You,1934
1698,Bing Crosby,Love Is Just Around the Corner,1934
1699,Fred Astaire,Flying Down to Rio,1934
1700,Claude Hopkins & his Orchestra,Three Little Words,1934
1701,Glen Gray,Champagne Waltz,1934
1702,Emil Velasco,Old Spinning Wheel,1934
1703,Paul Whiteman,You're the Top,1934
1704,Fred Astaire,Cheek to Cheek,1935
1705,Eddy Duchin,Lovely to Look At,1935
1706,The Carter Family,Can the Circle be Unbroken (Bye & Bye),1935
1707,Shirley Temple,On The Good Ship Lollipop,1935
1708,Bing Crosby,"Silent Night, Holy Night",1935
1709,Ray Noble,Isle of Capri,1935
1710,Cole Porter,You're the Top,1935
1711,Patsy Montana & The Prairie Ramblers,I Want to Be a Cowboy's Sweetheart,1935
1712,Bing Crosby,Red Sails in the Sunset,1935
1713,Fred Astaire,"Top Hat, White Tie & Tails",1935
1714,The Dorsey Brothers,Lullaby of Broadway,1935
1715,Glen Gray,Blue Moon,1935
1716,Carlos Gardel,El Dia Que Me Quieras,1935
1717,Guy Lombardo,Red Sails in the Sunset,1935
1718,Fats Waller,Truckin',1935
1719,Benny Goodman,King Porter Stomp,1935
1720,Victor Young,She's a Latin From Manhattan,1935
1721,Bob Crosby & his Orchestra,In a Little Gypsy's Tea Room,1935
1722,Bing Crosby,It's Easy To Remember,1935
1723,Louis Armstrong,I'm in the Mood For Love,1935
1724,Little Jack Little,I'm in the Mood For Love,1935
1725,Nelson Eddy,Ah! Sweet Mystery of Life,1935
1726,The Dorsey Brothers,Chasing Shadows,1935
1727,Ozzie Nelson & his Orchestra,And Then Some,1935
1728,Eddy Duchin,You Are My Lucky Star,1935
1729,Jimmie Lunceford,Rhythm is Our Business,1935
1730,Glen Gray,When I Grow Too Old to Dream,1935
1731,Bing Crosby,Soon,1935
1732,Dick Jurgens & his Orchestra,Lullaby of Broadway,1935
1733,Guy Lombardo,What's The Reason (I'm Not Pleasin' You),1935
1734,Eddy Duchin,I Won't Dance,1935
1735,Xavier Cugat,The Lady in Red,1935
1736,Boston Pops Orchestra,Jealousy (Jalousie),1935
1737,The Boswell Sisters,The Object Of My Affection,1935
1738,Leo Reisman,It Ain't Necessarily So,1935
1739,Duke Ellington,In a Sentimental Mood,1935
1740,Richard Himber & his Orchestra,Just One of Those Things,1935
1741,Fats Waller,A Little Bit Independent,1935
1742,Dick Powell,Lullaby of Broadway,1935
1743,Eddy Duchin,Cheek to Cheek,1935
1744,Fats Waller,Lulu's Back in Town,1935
1745,Benny Goodman,Blue Moon,1935
1746,Ruth Etting,Life Is a Song,1935
1747,Ray Noble,Let's Swing It,1935
1748,Tom Coakley & his Palace Hotel Orchestra,"East of the Sun, West of the Moon",1935
1749,(unknown),Happy Birthday,1935
1750,Ray Noble,Paris in the Spring,1935
1751,Tommy Dorsey,On Treasure Island,1935
1752,Django Reinhardt & Stephane Grappelli,Djangology,1935
1753,Bing Crosby,Pennies From Heaven,1936
1754,Fred Astaire,The Way You Look Tonight,1936
1755,Leadbelly,"Goodnight, Irene",1936
1756,Benny Goodman,Goody Goody,1936
1757,Benny Goodman,Glory of Love,1936
1758,Robert Johnson,Cross Road Blues,1936
1759,Billie Holiday,Summertime,1936
1760,Shep Fields & his Rippling Rhythm Orchestra,Did I Remember?,1936
1761,Fats Waller,It's a Sin to Tell a Lie,1936
1762,Tommy Dorsey,Alone,1936
1763,Tommy Dorsey,The Music Goes Round & Round,1936
1764,Benny Goodman,These Foolish Things (Remind Me of You),1936
1765,Jan Garber,A Melody From the Sky,1936
1766,Fred Astaire,A Fine Romance,1936
1767,Marian Anderson,He's Got the Whole World in His Hands,1936
1768,Eddy Duchin,Moon Over Miami,1936
1769,Hal Kemp,There's a Small Hotel,1936
1770,Jimmy Dorsey,Is it True What they Say About Dixie?,1936
1771,Guy Lombardo,When Did You Leave Heaven?,1936
1772,Tommy Dorsey,I'm getting sentimental over you,1936
1773,Benny Goodman,Moon Glow,1936
1774,Robert Johnson,Sweet Home Chicago,1936
1775,Fred Astaire,I'm Putting All My Eggs in One Basket,1936
1776,Andy Kirk,Until The Real Thing Comes Along,1936
1777,Jan Garber,A Beautiful Lady in Blue,1936
1778,Fats Waller,All My Life,1936
1779,Roy Acuff,Great Speckled Bird,1936
1780,Ray Noble,I've Got You Under My Skin,1936
1781,Hal Kemp,When I'm With You,1936
1782,Marian Anderson,Schubert: Ave Maria,1936
1783,Eddy Duchin,Take My Heart,1936
1784,Eddy Duchin,I'll Sing You A Thousand Love Songs,1936
1785,Eddy Duchin,Lights Out,1936
1786,Benny Goodman,Stompin' at the Savoy,1936
1787,Billie Holiday,These Foolish Things (Remind Me of You),1936
1788,Andy Kirk,Lotta Sax Appeal,1936
1789,Shep Fields & his Rippling Rhythm Orchestra,Easy to Love,1936
1790,Bing Crosby,I'm An Old Cowhand,1936
1791,Bing Crosby,Robins & Roses,1936
1792,Eddy Duchin,Pennies From Heaven,1936
1793,Jimmie Lunceford,Organ Grinder's Swing,1936
1794,Guy Lombardo,Lost,1936
1795,Shep Fields & his Rippling Rhythm Orchestra,In the Chapel in the Moonlight,1936
1796,Bob Wills & his Texas Playboys,Steel Guitar Rag,1936
1797,Tommy Dorsey,You,1936
1798,Benny Goodman,You Turned the Tables on Me,1936
1799,Benny Goodman,It's Been So Long,1936
1800,Joel & Gaucho,Pierro Apaixonado,1936
1801,Fats Waller,Until The Real Thing Comes Along,1936
1802,Benny Goodman,"Sing, Sing, Sing (With A Swing)",1937
1803,Count Basie,One O'Clock Jump,1937
1804,Bing Crosby,Sweet Leilani,1937
1805,Fred Astaire,They Can't Take That Away From Me,1937
1806,Duke Ellington,Caravan,1937
1807,Tommy Dorsey,Marie,1937
1808,Ella Fitzgerald,"Goodnight, My Love",1937
1809,Shep Fields & his Rippling Rhythm Orchestra,That Old Feeling,1937
1810,Guy Lombardo,It Looks Like Rain in Cherry Blossom Lane,1937
1811,Guy Lombardo,September in the Rain,1937
1812,Tommy Dorsey,The Dipsy Doodle,1937
1813,Guy Lombardo,Boo Hoo,1937
1814,Bing Crosby,The Moon Got in My Eyes,1937
1815,Bob Crosby & his Orchestra,Whispers in The Dark,1937
1816,Tommy Dorsey,Once in a While,1937
1817,Eddy Duchin,It's De-Lovely,1937
1818,Jeanette MacDonald & Nelson Eddy,Indian Love Call,1937
1819,Tommy Dorsey,Satan takes a Holiday,1937
1820,Margaret McCrae,This Year's Kisses,1937
1821,Bing Crosby,Remember Me,1937
1822,Bing Crosby & Jimmy Dorsey,Too Marvelous For Words,1937
1823,W H Stepp,Bonaparte's Retreat,1937
1824,Hal Kemp,This Year's Kisses,1937
1825,Billie Holiday,I've Got My Love to Keep Me Warm,1937
1826,Hal Kemp,Where Or When,1937
1827,Billie Holiday,Carelessly,1937
1828,Frances Langford,Harbour Lights,1937
1829,Russ Morgan,The Merry-Go-Round Broke Down,1937
1830,Jimmie Lunceford,For Dancers Only,1937
1831,Guy Lombardo,So Rare,1937
1832,Bing Crosby & Connee Boswell,Bob White (Whatcha Gonna Swing Tonight?),1937
1833,Guy Lombardo,A Sailboat In The Moonlight,1937
1834,Rudy Vallee & his Connecticut Yankees,Vieni Vieni,1937
1835,Shep Fields & his Rippling Rhythm Orchestra,Thanks For the Memory,1937
1836,Sammy Kaye,Rosalie,1937
1837,Robert Johnson,Hellhound on My Trail,1937
1838,Tommy Dorsey,Song of India,1937
1839,Fred Astaire,Let's Call the Whole Thing Off,1937
1840,Mildred Bailey,Rockin' Chair,1937
1841,Shep Fields & his Rippling Rhythm Orchestra,The Merry-Go-Round Broke Down,1937
1842,Tommy Dorsey,The Lady is a Tramp,1937
1843,Slim & Slam,The Flat Foot Floogie,1937
1844,Judy Garland,(Dear Mr Gable) You Made Me Love You,1937
1845,Bing Crosby & Jimmy Dorsey,Never in a Million Years,1937
1846,Claude Thornhill & his Orchestra,Harbour Lights,1937
1847,Bob Wills & his Texas Playboys,Steel Guitar Stomp,1937
1848,Orlando Silva,Carinhoso,1937
1849,Gus Arnheim & his Orchestra,So Rare,1937
1850,Horace Heidt,Gone With the Wind,1937
1851,Artie Shaw,Begin the Beguine,1938
1852,The Andrews Sisters,Bei Mir Bist Du Schoen,1938
1853,Ella Fitzgerald,A-Tisket A-Tasket,1938
1854,Roy Acuff,Wabash Cannonball,1938
1855,Bob Hope & Shirley Ross,Thanks For the Memory,1938
1856,Fred Astaire,Change Partners,1938
1857,Bing Crosby & Connee Boswell,Alexander's ragtime band,1938
1858,Benny Goodman,Don't Be That Way,1938
1859,Bunny Berigan,I Can't Get Started,1938
1860,Bing Crosby,I've Got a Pocketful of Dreams,1938
1861,Bing Crosby,You Must Have Been a Beautiful Baby,1938
1862,Tommy Dorsey,"Music, Maestro, Please",1938
1863,Larry Clinton,Heart & Soul,1938
1864,Larry Clinton,My Reverie,1938
1865,Seven Dwarfs,Whistle While You Work,1938
1866,Fred Astaire,Nice Work If You Can Get It,1938
1867,Al Donahue,Jeepers Creepers,1938
1868,Duke Ellington,I Let a Song Go out of My Heart,1938
1869,The Boswell Sisters,Alexander's ragtime band,1938
1870,Artie Shaw,They Say,1938
1871,Sidney Bechet,Summertime,1938
1872,Mary Martin,My Heart Belongs to Daddy,1938
1873,Shep Fields & his Rippling Rhythm Orchestra,Cathedral In The Pines,1938
1874,Martha Tilton,I Let a Song Go out of My Heart,1938
1875,Tommy Dorsey,Boogie Woogie,1938
1876,Larry Clinton,"Cry, Baby, Cry",1938
1877,Fats Waller,Two Sleepy People,1938
1878,Count Basie,Jumpin' At The Woodside,1938
1879,Billie Holiday,My Man,1938
1880,The Andrews Sisters,Short'nin' Bread,1938
1881,Larry Clinton,You Go to My Head,1938
1882,Horace Heidt,Ti-Pi-Tin,1938
1883,Kay Kyser,The Umbrella Man,1938
1884,Walter Huston,September Song,1938
1885,Russ Morgan,I've Got a Pocketful of Dreams,1938
1886,Sister Rosetta Tharpe,This Train,1938
1887,Artie Shaw,Any Old Time,1938
1888,Tommy Dorsey,Now it Can be Told,1938
1889,Tampa Red,Lula Mae,1938
1890,Louis Armstrong,Nobody Knows the Trouble I've Seen,1938
1891,Bing Crosby,Mexicali Rose,1938
1892,Tommy Dorsey,My Own,1938
1893,Louis Armstrong & The Mills Brothers,The Flat Foot Floogie,1938
1894,Mildred Bailey,So Help Me,1938
1895,Kenny Baker,Love Walked In,1938
1896,Billie Holiday,I'm Gonna Lock My Heart,1938
1897,Jimmy Dorsey,Deep Purple,1938
1898,Larry Clinton,Always & Always,1938
1899,Charles Trenet,Je Chante,1938
1900,Judy Garland,Over the Rainbow,1939
1901,Glenn Miller,Moonlight Serenade,1939
1902,Kate Smith,God Bless America,1939
1903,Billie Holiday,Strange Fruit,1939
1904,Coleman Hawkins,Body & Soul,1939
1905,The Ink Spots,If I Didn't Care,1939
1906,Larry Clinton,Deep Purple,1939
1907,Will Glahe & his Orchestra,Beer Barrel Polka (Roll out the Barrel),1939
1908,Art Tatum,Tea For Two,1939
1909,Martha Tilton,And the Angels Sing,1939
1910,Shep Fields & his Rippling Rhythm Orchestra,South of the Border (Down Mexico Way),1939
1911,Kay Kyser,Three Little Fishies,1939
1912,Louis Armstrong,When the Saints Go Marching In,1939
1913,Gene Autry,Back in the Saddle Again,1939
1914,Woody Herman,At the Woodchopper's Ball,1939
1915,The Andrews Sisters,Beer Barrel Polka (Roll out the Barrel),1939
1916,Glen Gray,Heaven Can Wait,1939
1917,Charlie Barnet,Cherokee,1939
1918,Carmen Miranda & Dorival Caymmi,O Que & Que a Baiana Tem?,1939
1919,Glenn Miller,Blue Orchid,1939
1920,Bing Crosby & Connee Boswell,An Apple For The Teacher,1939
1921,Vera Lynn,We'll Meet Again,1939
1922,Tommy Dorsey,Our Love,1939
1923,Bert Ambrose & his Orchestra,I'll Remember,1939
1924,Vera Lynn,I'm Sending A Letter To Santa Claus,1939
1925,Cab Calloway & his Cotton Club Orchestra,(Hep-Hep) The Jumpin' Jive,1939
1926,Glenn Miller,Wishing (Will Make it So),1939
1927,Glen Gray,Sunrise Serenade,1939
1928,Glenn Miller,Stairway to the Stars,1939
1929,Red Norvo & his Orchestra,Says My Heart,1939
1930,Glenn Miller,Little Brown Jug,1939
1931,Frankie Masters & his Orchestra,Scatter-Brain,1939
1932,Bob Wills & his Texas Playboys,San Antonio Rose,1939
1933,Glenn Miller,Over the Rainbow,1939
1934,Fats Waller,Your Feets Too Big,1939
1935,Guy Lombardo,Penny Serenade,1939
1936,The Cats & the Fiddle,I miss you so,1939
1937,Count Basie,Lester Leaps In,1939
1938,Mildred Bailey,Darn That Dream,1939
1939,Glenn Miller,Sunrise Serenade,1939
1940,The Ink Spots,My Prayer,1939
1941,Bob Crosby & his Orchestra,Day-In Day-Out,1939
1942,The Ink Spots,Address Unknown,1939
1943,Solomon Linda & The Evening Birds,The Lion Sleeps Tonight,1939
1944,Chick Henderson,Begin the Beguine,1939
1945,Benny Goodman,I Didn't Know What Time It Was,1939
1946,The Andrews Sisters,"Hold Tight, Hold Tight (Want Some Seafood, Mama)",1939
1947,Glenn Miller,Faithful Forever,1939
1948,Glenn Miller,Moon Love,1939
1949,Glenn Miller,In the Mood,1940
1950,Artie Shaw,Frenesi,1940
1951,Tommy Dorsey & Frank Sinatra,I'll Never Smile Again,1940
1952,Cliff Edwards (Ukelele Ike),When You Wish Upon a Star,1940
1953,Bing Crosby,Only Forever,1940
1954,Glenn Miller,When You Wish Upon a Star,1940
1955,The Ink Spots,Whispering Grass (Don't Tell the Trees),1940
1956,Jimmy Dorsey,The Breeze & I,1940
1957,Jimmie Davis,You Are My Sunshine,1940
1958,Glenn Miller,Blueberry Hill,1940
1959,Bob Wills & his Texas Playboys,New San Antonio Rose,1940
1960,Glenn Miller,The Woodpecker Song,1940
1961,Glenn Miller,Tuxedo Junction,1940
1962,Glenn Miller,Imagination,1940
1963,The Ink Spots,When The Swallows Come Back to Capistrano,1940
1964,Bing Crosby,Trade Winds,1940
1965,The Ink Spots,Maybe,1940
1966,Glenn Miller,Fools Rush In (Where Angels Fear To Tread),1940
1967,Glenn Miller,Pennsylvania 6-5000,1940
1968,Artie Shaw,All the Things You Are,1940
1969,The Andrews Sisters,Ferryboat Serenade,1940
1970,Tommy Dorsey,All the Things You Are,1940
1971,Bing Crosby,Sierra Sue,1940
1972,Charlie Barnet,Where Was I?,1940
1973,Judy Garland,I'm Nobody's Baby,1940
1974,Bob Crosby & his Orchestra,Down Argentina Way,1940
1975,Vaughn Monroe,There I Go,1940
1976,Will Bradley,"Beat Me Daddy, Eight To The Bar",1940
1977,Arthur Askey,Bless Em All,1940
1978,Bert Ambrose & his Orchestra,Scatterbrain,1940
1979,Bert Ambrose & his Orchestra,The Singing Hills,1940
1980,Hutch,The Woodpecker Song,1940
1981,Hal Kemp,In an 18th Century Drawing Room,1940
1982,Bert Ambrose & his Orchestra,There'll Come Another Day,1940
1983,Vera Lynn,A Nightingale Sang in Berkeley Square,1940
1984,Bert Ambrose & his Orchestra,I Can't Love You Anymore,1940
1985,Hutch,All Over The Place,1940
1986,Tommy Dorsey & Frank Sinatra,Stardust,1940
1987,Mitchell Ayres & his Fashions in Music,Make Believe Island,1940
1988,Glenn Miller,Careless,1940
1989,Tommy Dorsey & Frank Sinatra,Our Love Affair,1940
1990,Duke Ellington,Ko Ko,1940
1991,Bill Monroe,Mule Skinner Blues,1940
1992,Bukka White,Fixing To Die Blues,1940
1993,Tony Martin,It's a Blue World,1940
1994,Kate Smith,The Woodpecker Song,1940
1995,Shep Fields & his Rippling Rhythm Orchestra,Down Argentina Way,1940
1996,Tommy Dorsey & Frank Sinatra,Imagination,1940
1997,Charlie Barnet,Pompton Turnpike,1940
1998,Glenn Miller,Chattanooga Choo Choo,1941
1999,Sammy Kaye,Daddy,1941
2000,The Ink Spots,"We Three (My Echo, My Shadow & Me)",1941
2001,Jimmy Dorsey,Maria Elena,1941
2002,Jimmy Dorsey,Green Eyes,1941
2003,Artie Shaw,Stardust,1941
2004,Jimmy Dorsey,Amapola (Pretty Little Poppy),1941
